event_id,date,year,month,city,latitude,longitude,narrative_type,tone_score,mentions,description,sector_reference
271,2023-10-30,2023,10,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-7,9,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
272,2023-03-14,2023,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,20,This event involved a fake insolvency rumour reported in London.,Financial Sector
273,2024-12-12,2024,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,23,This event involved a fake insolvency rumour reported in London.,Financial Sector
274,2021-03-02,2021,3,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,9,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
275,2024-01-01,2024,1,Manchester,53.4808,-2.2426,False Cyberattack Alert,-3,16,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
276,2020-02-25,2020,2,London,51.5074,-0.1278,False Cyberattack Alert,-10,8,This event involved a false cyberattack alert reported in London.,Financial Sector
277,2024-10-22,2024,10,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-2,34,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
278,2022-12-23,2022,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-1,29,This event involved a fake insolvency rumour reported in London.,Financial Sector
279,2023-01-04,2023,1,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-3,26,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
280,2023-11-10,2023,11,London,51.5074,-0.1278,Fraudulent Investment Scheme,-7,31,This event involved a fraudulent investment scheme reported in London.,Financial Sector
281,2024-03-25,2024,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,5,This event involved a fake insolvency rumour reported in London.,Financial Sector
282,2022-10-07,2022,10,Birmingham,52.4862,-1.8904,Fraudulent Investment Scheme,-5,11,This event involved a fraudulent investment scheme reported in Birmingham.,Financial Sector
283,2023-04-30,2023,4,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-1,27,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
284,2020-03-25,2020,3,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,8,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
285,2020-03-31,2020,3,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-7,17,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
286,2020-02-21,2020,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,15,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
287,2023-05-16,2023,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,19,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
288,2021-09-09,2021,9,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-1,27,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
289,2022-10-30,2022,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,25,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
290,2022-10-31,2022,10,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,20,This event involved a fake insolvency rumour reported in London.,Financial Sector
291,2024-03-06,2024,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,18,This event involved a fake insolvency rumour reported in London.,Financial Sector
292,2023-06-06,2023,6,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-5,24,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
293,2021-09-07,2021,9,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,29,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
294,2024-09-21,2024,9,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-8,32,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
295,2020-12-03,2020,12,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-2,6,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
296,2024-05-06,2024,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-8,34,This event involved a deepfake executive announcement reported in London.,Financial Sector
297,2024-04-06,2024,4,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,26,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
298,2023-09-23,2023,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,7,This event involved a deepfake executive announcement reported in London.,Financial Sector
299,2022-02-15,2022,2,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-4,19,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
300,2023-10-19,2023,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-6,19,This event involved a fraudulent investment scheme reported in London.,Financial Sector
301,2023-12-19,2023,12,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-7,7,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
302,2024-03-12,2024,3,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-6,5,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
303,2024-12-28,2024,12,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-4,16,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
304,2020-05-28,2020,5,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,31,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
305,2022-07-11,2022,7,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-7,10,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
306,2021-04-04,2021,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,25,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
307,2024-03-31,2024,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-10,6,This event involved a fake insolvency rumour reported in London.,Financial Sector
308,2022-07-31,2022,7,London,51.5074,-0.1278,False Cyberattack Alert,-9,34,This event involved a false cyberattack alert reported in London.,Financial Sector
309,2022-09-25,2022,9,London,51.5074,-0.1278,Fraudulent Investment Scheme,-8,7,This event involved a fraudulent investment scheme reported in London.,Financial Sector
310,2021-05-12,2021,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-10,27,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
311,2023-05-29,2023,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,11,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
312,2020-01-14,2020,1,London,51.5074,-0.1278,False Cyberattack Alert,-10,9,This event involved a false cyberattack alert reported in London.,Financial Sector
313,2023-05-21,2023,5,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-3,14,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
314,2023-05-23,2023,5,London,51.5074,-0.1278,Fake Insolvency Rumour,-9,8,This event involved a fake insolvency rumour reported in London.,Financial Sector
315,2020-11-01,2020,11,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-4,21,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
316,2020-04-17,2020,4,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,34,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
317,2022-03-22,2022,3,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,17,This event involved a deepfake executive announcement reported in London.,Financial Sector
318,2024-02-08,2024,2,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-10,5,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
319,2022-12-26,2022,12,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,12,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
320,2023-11-25,2023,11,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-3,5,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
321,2021-08-03,2021,8,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-5,12,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
322,2023-03-12,2023,3,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,0,22,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
323,2024-05-21,2024,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-8,30,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
324,2023-02-26,2023,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,27,This event involved a deepfake executive announcement reported in London.,Financial Sector
325,2021-09-12,2021,9,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-2,23,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
326,2023-01-19,2023,1,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-8,32,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
327,2023-03-23,2023,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,19,This event involved a fake insolvency rumour reported in London.,Financial Sector
328,2021-03-19,2021,3,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,12,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
329,2022-12-10,2022,12,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-4,20,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
330,2024-07-11,2024,7,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,-5,7,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
331,2022-02-24,2022,2,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-3,22,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
332,2023-02-02,2023,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-8,34,This event involved a deepfake executive announcement reported in London.,Financial Sector
333,2020-02-16,2020,2,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-7,8,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
334,2023-04-27,2023,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-10,23,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
335,2022-03-15,2022,3,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,27,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
336,2024-10-18,2024,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,15,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
337,2020-10-31,2020,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-10,19,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
338,2023-06-29,2023,6,London,51.5074,-0.1278,Fraudulent Investment Scheme,-7,27,This event involved a fraudulent investment scheme reported in London.,Financial Sector
339,2023-11-22,2023,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
340,2023-12-05,2023,12,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-9,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
341,2021-02-14,2021,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,28,This event involved a deepfake executive announcement reported in London.,Financial Sector
342,2022-12-27,2022,12,Manchester,53.4808,-2.2426,False Cyberattack Alert,-3,14,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
343,2020-05-05,2020,5,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-10,10,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
344,2022-04-25,2022,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-10,26,This event involved a fake insolvency rumour reported in London.,Financial Sector
345,2024-07-16,2024,7,London,51.5074,-0.1278,Fake Insolvency Rumour,-9,25,This event involved a fake insolvency rumour reported in London.,Financial Sector
346,2022-04-03,2022,4,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-2,14,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
347,2024-12-11,2024,12,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-5,25,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
348,2023-05-04,2023,5,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-5,15,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
349,2024-12-06,2024,12,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-7,9,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
350,2022-08-03,2022,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-10,16,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
351,2024-03-21,2024,3,London,51.5074,-0.1278,Deepfake Executive Announcement,1,22,This event involved a deepfake executive announcement reported in London.,Financial Sector
352,2022-05-25,2022,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,11,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
353,2022-08-13,2022,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-8,15,This event involved a deepfake executive announcement reported in London.,Financial Sector
354,2022-09-21,2022,9,London,51.5074,-0.1278,Fraudulent Investment Scheme,-6,8,This event involved a fraudulent investment scheme reported in London.,Financial Sector
355,2023-04-02,2023,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,26,This event involved a fake insolvency rumour reported in London.,Financial Sector
356,2023-04-06,2023,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-7,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
357,2020-05-13,2020,5,Birmingham,52.4862,-1.8904,Fraudulent Investment Scheme,-7,34,This event involved a fraudulent investment scheme reported in Birmingham.,Financial Sector
358,2022-03-14,2022,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,25,This event involved a fake insolvency rumour reported in London.,Financial Sector
359,2024-09-19,2024,9,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-2,31,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
360,2024-02-10,2024,2,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,17,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
361,2023-05-30,2023,5,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-7,15,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
362,2020-05-04,2020,5,Manchester,53.4808,-2.2426,False Cyberattack Alert,-1,9,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
363,2020-02-14,2020,2,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-10,23,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
364,2024-12-07,2024,12,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-9,22,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
365,2024-01-06,2024,1,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,30,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
366,2023-06-27,2023,6,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,0,23,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
367,2022-07-27,2022,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,15,This event involved a deepfake executive announcement reported in London.,Financial Sector
368,2023-11-15,2023,11,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,18,This event involved a deepfake executive announcement reported in London.,Financial Sector
369,2023-10-30,2023,10,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,-6,12,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
370,2020-04-14,2020,4,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,31,This event involved a deepfake executive announcement reported in London.,Financial Sector
371,2022-12-06,2022,12,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,21,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
372,2023-04-14,2023,4,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-2,13,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
373,2021-03-24,2021,3,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-5,22,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
374,2023-04-24,2023,4,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-10,8,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
375,2022-12-25,2022,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-8,30,This event involved a deepfake executive announcement reported in London.,Financial Sector
376,2020-11-12,2020,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
377,2020-03-18,2020,3,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-8,23,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
378,2024-03-19,2024,3,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-4,6,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
379,2020-06-27,2020,6,London,51.5074,-0.1278,Fraudulent Investment Scheme,-6,7,This event involved a fraudulent investment scheme reported in London.,Financial Sector
380,2021-07-26,2021,7,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,11,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
381,2021-06-06,2021,6,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-3,10,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
382,2022-09-11,2022,9,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-8,13,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
383,2021-08-22,2021,8,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-9,10,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
384,2021-05-04,2021,5,London,51.5074,-0.1278,False Cyberattack Alert,-2,11,This event involved a false cyberattack alert reported in London.,Financial Sector
385,2020-11-18,2020,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,32,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
386,2020-10-08,2020,10,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,24,This event involved a deepfake executive announcement reported in London.,Financial Sector
387,2024-11-28,2024,11,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-9,32,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
388,2023-10-30,2023,10,London,51.5074,-0.1278,False Cyberattack Alert,-4,26,This event involved a false cyberattack alert reported in London.,Financial Sector
389,2022-02-17,2022,2,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-5,10,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
390,2021-07-16,2021,7,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-3,29,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
391,2021-06-11,2021,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,15,This event involved a deepfake executive announcement reported in London.,Financial Sector
392,2021-01-16,2021,1,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-5,35,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
393,2023-11-08,2023,11,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-8,11,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
394,2021-05-28,2021,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,23,This event involved a deepfake executive announcement reported in London.,Financial Sector
395,2020-03-23,2020,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,5,This event involved a fake insolvency rumour reported in London.,Financial Sector
396,2024-07-15,2024,7,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-7,22,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
397,2021-06-07,2021,6,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,24,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
398,2021-08-05,2021,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,13,This event involved a fake insolvency rumour reported in London.,Financial Sector
399,2020-11-19,2020,11,London,51.5074,-0.1278,Fraudulent Investment Scheme,-6,7,This event involved a fraudulent investment scheme reported in London.,Financial Sector
400,2024-06-08,2024,6,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,8,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
401,2023-10-14,2023,10,London,51.5074,-0.1278,False Cyberattack Alert,0,6,This event involved a false cyberattack alert reported in London.,Financial Sector
402,2022-03-12,2022,3,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-8,24,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
403,2022-08-26,2022,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,29,This event involved a deepfake executive announcement reported in London.,Financial Sector
404,2024-03-06,2024,3,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,20,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
405,2023-05-20,2023,5,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-7,21,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
406,2020-10-17,2020,10,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,28,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
407,2024-10-05,2024,10,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-10,33,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
408,2021-08-20,2021,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,22,This event involved a deepfake executive announcement reported in London.,Financial Sector
409,2023-12-15,2023,12,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-6,19,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
410,2024-05-05,2024,5,London,51.5074,-0.1278,False Cyberattack Alert,-2,10,This event involved a false cyberattack alert reported in London.,Financial Sector
411,2020-05-04,2020,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,33,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
412,2022-05-20,2022,5,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,30,This event involved a fake insolvency rumour reported in London.,Financial Sector
413,2023-04-19,2023,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,21,This event involved a fake insolvency rumour reported in London.,Financial Sector
414,2023-02-23,2023,2,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-10,34,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
415,2024-10-23,2024,10,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-7,17,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
416,2023-02-20,2023,2,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,23,This event involved a fake insolvency rumour reported in London.,Financial Sector
417,2021-05-22,2021,5,Manchester,53.4808,-2.2426,False Cyberattack Alert,-9,6,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
418,2020-06-07,2020,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,19,This event involved a fake insolvency rumour reported in London.,Financial Sector
419,2020-04-09,2020,4,Birmingham,52.4862,-1.8904,Fraudulent Investment Scheme,-6,21,This event involved a fraudulent investment scheme reported in Birmingham.,Financial Sector
420,2024-07-03,2024,7,Manchester,53.4808,-2.2426,False Cyberattack Alert,-6,17,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
421,2023-05-14,2023,5,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-3,5,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
422,2022-09-05,2022,9,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-6,10,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
423,2021-05-11,2021,5,Manchester,53.4808,-2.2426,False Cyberattack Alert,-5,5,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
424,2024-11-12,2024,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
425,2023-05-03,2023,5,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-6,30,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
426,2021-09-15,2021,9,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-5,20,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
427,2023-04-02,2023,4,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-2,11,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
428,2024-12-02,2024,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,11,This event involved a deepfake executive announcement reported in London.,Financial Sector
429,2020-04-28,2020,4,London,51.5074,-0.1278,False Cyberattack Alert,-5,10,This event involved a false cyberattack alert reported in London.,Financial Sector
430,2023-03-15,2023,3,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-4,7,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
431,2024-09-15,2024,9,Manchester,53.4808,-2.2426,False Cyberattack Alert,-9,22,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
432,2022-12-17,2022,12,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,0,29,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
433,2023-11-14,2023,11,London,51.5074,-0.1278,Deepfake Executive Announcement,-8,5,This event involved a deepfake executive announcement reported in London.,Financial Sector
434,2023-03-20,2023,3,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,29,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
435,2022-10-25,2022,10,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-7,25,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
436,2021-06-04,2021,6,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,17,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
437,2022-12-29,2022,12,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,35,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
438,2024-07-11,2024,7,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-5,33,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
439,2020-03-07,2020,3,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-9,22,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
440,2021-02-22,2021,2,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,23,This event involved a fake insolvency rumour reported in London.,Financial Sector
441,2024-05-01,2024,5,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,33,This event involved a fake insolvency rumour reported in London.,Financial Sector
442,2021-02-23,2021,2,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-7,15,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
443,2023-10-13,2023,10,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,32,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
444,2021-09-03,2021,9,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-4,16,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
445,2020-02-04,2020,2,Bristol,51.4545,-2.5879,False Cyberattack Alert,-5,29,This event involved a false cyberattack alert reported in Bristol.,Financial Sector
446,2024-05-31,2024,5,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-6,22,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
447,2022-11-29,2022,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,21,This event involved a fake insolvency rumour reported in London.,Financial Sector
448,2020-08-03,2020,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-10,31,This event involved a fake insolvency rumour reported in London.,Financial Sector
449,2022-07-06,2022,7,Leeds,53.8008,-1.5491,False Cyberattack Alert,-3,22,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
450,2024-06-01,2024,6,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,31,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
451,2020-04-19,2020,4,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-8,6,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
452,2020-12-02,2020,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,22,This event involved a deepfake executive announcement reported in London.,Financial Sector
